Date,SBI,BANKBARODA,ONGC,BPCL,PFC,RECL,INFY,HCLTECH,M&M,VED
11-08-2025,820.8,243.6,233.99,320.2,419,387,1426,1484.1,3184.1,429.8
12-08-2025,821.1,242.66,235.37,323.75,415.3,385.85,1425.8,1498,3236,433.5
13-08-2025,821.55,241.99,238.5,323.7,418,387.4,1426.4,1498.8,3294,438.5
14-08-2025,825.5,242.19,236.6,318.4,415.8,381.5,1448,1489,3265,430
18-08-2025,826.2,242.73,237.8,314.1,409,379.1,1436,1481.6,3379,438.05
19-08-2025,829.15,246.8,237.97,321.9,410.6,382.7,1442.5,1479.7,3357,449.75
20-08-2025,828.9,244.81,238.24,319.8,403.85,381.4,1495.1,1496,3392,445.65
21-08-2025,824.05,243.2,238.55,320.2,399.9,380.1,1495.5,1495,3377.5,447.1
22-08-2025,816.8,240.7,236.2,317,399.2,376.1,1487.9,1467.1,3400.1,444.95
25-08-2025,816.5,240.75,236.81,316,399.4,375,1533.3,1505,3400,451.2
26-08-2025,808.4,235.51,234.3,312.9,388.1,362.1,1525.8,1489.3,3340,428.4
28-08-2025,802.9,233.6,234.17,311.65,382,355,1503,1450.2,3301,425.05
29-08-2025,802.4,232.83,233.36,308.55,379.7,349.95,1469,1453.7,3200,420.9
01-09-2025,805.5,234.5,238.99,314.2,390.3,361.75,1500.6,1469,3312,430.9
02-09-2025,803.75,236.22,239.64,314.55,392.95,365.3,1494,1465,3238,431.2
03-09-2025,813,238.4,239.15,315,394.65,367.9,1480,1465.2,3288,438.6
04-09-2025,809.85,234.13,236.01,313,390.5,364.85,1461.5,1444.2,3480,436
05-09-2025,806.95,234.81,234.6,313.2,394.75,366.95,1446,1420.1,3562.9,445.8
08-09-2025,808,234.7,232.7,316.6,395.6,369.8,1436.1,1403.3,3704.2,434.35
09-09-2025,808,234.41,231.8,314.95,393,368.8,1502.4,1425,3702,433.6
10-09-2025,818.45,237.65,231.68,317.7,398.9,370.9,1532,1464.2,3609,433.6
11-09-2025,824.6,238.21,233.99,320,399.6,374.85,1512.2,1468.3,3597,437.85
12-09-2025,823.2,237.3,233.2,318.15,396,373.3,1524.1,1466,3591,450.5
15-09-2025,824,238.95,232.48,318.85,402.15,378.65,1508.5,1465.4,3530.3,454.2
16-09-2025,832.65,240.25,235.25,318.55,403,380.75,1513.5,1483,3612,461.95
17-09-2025,856.9,246.1,236.87,323.4,405.4,384.05,1521.5,1480.6,3635,455.55
18-09-2025,854.1,248.7,235.88,325.6,408,385,1541.1,1491.9,3637,454.6
19-09-2025,862.55,252.01,237.15,330.15,409.75,385.8,1543.9,1470,3600.9,455.75
22-09-2025,854.7,251.15,237.59,326.35,409.1,384,1500.9,1442,3585,458.5
23-09-2025,869.6,253,236.89,330.6,412.5,387,1500.6,1431.4,3610,457
24-09-2025,866.15,254.51,238.41,330.25,410.2,381.5,1494.9,1440.2,3580.5,449
25-09-2025,861.45,252.3,239.7,328.85,404,374.65,1491.2,1427.4,3538.2,462.25
26-09-2025,857,248.45,238.15,324.5,397.85,367.1,1452.2,1395.1,3400,446.95
29-09-2025,870.25,254,239.85,337.85,407,372.4,1449.2,1388,3433.1,452.2
30-09-2025,873.7,258.52,239.55,338.95,411.1,371.9,1442.6,1385.9,3435,465.6
01-10-2025,865.15,259.55,243.2,339.4,412,378.2,1447.9,1391,3468.5,464.3
03-10-2025,867.7,263.8,243.78,342,413,380.5,1445.5,1392.8,3460,471.5
06-10-2025,873.8,265.9,245.62,342.5,406.2,377.95,1474.9,1416.9,3476,471.5
07-10-2025,864.15,261.95,245.34,342,409,378,1458.1,1435.5,3497,472.25
08-10-2025,857.3,261.25,241.99,345.1,399.5,372.8,1492,1452.5,3425,471
09-10-2025,861.4,264.5,243.36,344.5,403,372.95,1509.7,1484.5,3436,484.8
10-10-2025,881.25,266.7,245.9,338.4,404.3,372.6,1511.9,1492.8,3454,480.8
13-10-2025,884,267.9,244,338.15,403.2,371.5,1492.4,1494.1,3457,479.5
14-10-2025,876,265,244.15,332.5,396.5,369.5,1488,1492,3453,480.95
15-10-2025,886.9,268.1,247.79,338.5,405.2,377,1474.4,1496.1,3494.4,481.85
16-10-2025,886.2,266.15,248.6,335.7,401.6,377.6,1470.9,1514.3,3563.9,479
17-10-2025,888,264.65,247.55,335.7,397.2,374.9,1440.9,1484.9,3656,474.4
20-10-2025,907,271.5,248.5,338,398.4,375,1462.7,1496,3596.7,474.9
21-10-2025,907.05,270,247.85,339.1,399,376.55,1471,1486.5,3606,475
23-10-2025,909.1,266.75,252,331.4,396.6,375,1525,1524.9,3627.5,483.4
24-10-2025,904,266.1,254.68,331.25,393.95,372.95,1523.9,1524.9,3618.2,494.4
27-10-2025,926.9,275.2,253.6,343.15,398.6,375.3,1504.9,1534.5,3616,504.85
28-10-2025,930.5,277,250.49,340.65,394.9,369.3,1502.2,1522,3581,501.8
29-10-2025,939,274.2,257.09,348.55,410.5,388,1511.5,1556.5,3539.5,512
30-10-2025,934.5,272.1,254.28,358.1,404.4,378.8,1495,1549.9,3503,507
31-10-2025,937.5,278.05,255.79,356.2,403,375.15,1481.9,1540,3490.6,494.3
03-11-2025,948.6,291.4,256.8,367.6,403.5,379.1,1486,1544,3553.2,512.7
04-11-2025,954.6,288.05,252.65,373,396.5,370.95,1468,1525,3584.3,508
06-11-2025,959.85,286,252.1,368.5,387.5,362.8,1466.5,1527,3615.1,505
07-11-2025,954.8,289.2,252.5,367,375.9,365,1478,1511,3685,515.15
10-11-2025,950.55,287.45,251.5,365.1,377.4,362.75,1515,1540,3666,519.95
11-11-2025,954,285,249.9,373.8,374.9,362.1,1531.1,1571.5,3745.1,523.55
12-11-2025,953.7,284.3,253.9,374.95,374.8,361.95,1550.6,1593,3740.3,521
13-11-2025,954.9,283.6,251.55,374.05,373.45,359.4,1542,1597.3,3699.4,529
14-11-2025,967.95,286.4,247.5,371.5,375.15,358.8,1505.8,1596.9,3698,526
17-11-2025,973,288.15,248.35,374.35,377.6,361.85,1507,1605.5,3731.7,520.45
18-11-2025,971.3,288.7,246.9,371.2,375.5,359.3,1486.8,1592.5,3699,509.75
19-11-2025,980.5,293.55,248.75,364.95,374,360.05,1542,1662,3718,511.7
20-11-2025,981.05,288.1,247.8,365.85,373.45,361.75,1536.3,1644.4,3711.8,510
21-11-2025,972.45,284.15,246.4,365.6,369.75,358.3,1544.1,1608.8,3747,495
24-11-2025,969.7,281.25,245.75,361.8,363.4,356.85,1546.2,1612,3687,495.35
25-11-2025,983.5,287,244.8,355.75,361.3,351.3,1530.2,1598.9,3660.7,504.8
26-11-2025,983.05,288,247.55,367.7,362.2,356.3,1557.3,1620,3686.4,516
27-11-2025,973,288.4,243.95,364.8,365.3,362.6,1565,1630.2,3679,519
28-11-2025,976.35,290,242.95,359.2,362.8,360.55,1558.1,1623.8,3761,527.5
01-12-2025,972.6,296.3,244.8,353.8,360.5,357.9,1563.5,1642.5,3733,532.8
02-12-2025,969.9,297.05,243.65,358.9,360.6,357.75,1563,1634.6,3720.9,538.3
03-12-2025,950.8,287.5,240.01,358.45,352,350.85,1575.6,1639.2,3649,533.75
04-12-2025,948.8,287.05,242,355.2,351.95,352.05,1593.2,1655.5,3670,528.8
05-12-2025,971.7,292,241.85,360.5,353.2,353.9,1613.9,1681,3708.3,524
08-12-2025,955.4,284.65,238.1,357,341.9,341.95,1608,1685,3679,511.05
09-12-2025,960.5,289.3,239.32,354.9,342.6,342.7,1597,1657.9,3648.4,514.9
10-12-2025,958,285.1,239,355,342.6,342.55,1584.8,1665.9,3633.4,524.25
11-12-2025,962.6,285,238.76,351.5,342.7,344.3,1596.2,1672.4,3658.6,529.15
12-12-2025,962.6,284.05,238.1,365,343.9,344.15,1597.5,1670,3679.1,543.1
15-12-2025,966.1,284.55,235.2,366.75,340.9,342.5,1607,1686.4,3609.7,548
16-12-2025,960,282.3,232.25,368.4,335.6,334.8,1592.6,1651.8,3628.9,572.5
17-12-2025,976.35,287,232.52,368,335.2,333.3,1602,1655.1,3612.5,567.8
18-12-2025,976.5,287.9,231.68,363.5,335.05,337,1627.1,1663,3585,578.85
19-12-2025,980,291.25,232.9,365.1,338.5,339,1638,1641.8,3605,582.2
22-12-2025,974.5,293.5,234.6,370.3,343,343.3,1686,1665,3612.5,585
23-12-2025,971.25,292.9,235.4,369.7,355.4,354,1664.6,1674.8,3622,586.75
24-12-2025,968.85,290.55,233.75,365.05,352,354.9,1667,1675.5,3636.1,597.65
26-12-2025,966.5,287.55,234.64,366,354.95,357.2,1657,1661.2,3627,601
29-12-2025,965.7,287.5,234.99,371,350.7,355.35,1645,1630.6,3595,593
30-12-2025,973.1,292.9,234.5,369.15,349.9,351.8,1623.5,1621.5,3660,606
31-12-2025,982.4,295.9,240.46,383.45,355.05,357.5,1617.9,1620.1,3716,602.4
01-01-2026,984.6,301.4,237.9,381,363.7,368.5,1629.5,1632,3755,602.4
02-01-2026,1005.65,305.8,242,381.45,375.9,381.5,1642.1,1640,3801,616.55
05-01-2026,1005.4,307,238.05,377.6,374.15,381,1604.1,1605,3790,615.15
06-01-2026,1018.05,305.1,241.79,370,376,382.5,1605,1615.4,3787,621
07-01-2026,1006.9,308.35,239.2,368,376.7,385,1640,1654.5,3755,622
08-01-2026,997.6,299.5,231.2,354.2,363.9,370.8,1612.6,1643,3715,602.1
09-01-2026,1000.05,300.5,234.1,355.2,359,363.6,1616.9,1662.1,3679,610.1
12-01-2026,1014.5,302.95,235.55,359,372.25,370.4,1597.6,1667,3685,628
13-01-2026,1028.5,302.15,243.5,354.5,369.95,366.8,1600,1664,3658,637
14-01-2026,1030,307.9,247.98,357,373,370,1608.9,1669.9,3646.5,676
16-01-2026,1040.6,307.75,247.23,363.75,374.5,371.95,1689.1,1696.5,3660,681.05
19-01-2026,1038.5,307.55,243.05,359.9,371.5,369.8,1679.9,1714.2,3662.9,676
20-01-2026,1034.25,301.4,240.64,354.1,360.5,358.4,1654.4,1685,3557.5,670
21-01-2026,1029.45,298.95,242.42,352.1,357.75,355.8,1655.1,1680.9,3560,675.8
22-01-2026,1050.2,305,243.5,354,365.9,367.3,1662.8,1700,3578,677.8
23-01-2026,1028.4,296.1,246.1,349.7,358,362.7,1672,1706.6,3555,685.15
27-01-2026,1053,302.95,248.2,358.25,363,366,1687.4,1720.2,3392.9,706.95
28-01-2026,1062.65,306,268.23,363.4,383.95,377.5,1666,1722.8,3450.3,736.5
29-01-2026,1067.25,301.95,274.84,367.4,386.8,375.55,1661,1719.9,3388.1,767.55
30-01-2026,1077,300,268.06,364.5,378.5,364.45,1642.7,1691.4,3444.3,680
01-02-2026,1020,278.75,254.2,359,380.6,358.75,1642,1674.3,3362,654
02-02-2026,1026.5,278.35,254.25,367.15,386.3,364.75,1627,1675,3455,661.85
03-02-2026,1062.1,286,256.75,372.3,392.5,372.3,1654.7,1692.2,3530,676
04-02-2026,1067.3,289.5,266,381.85,413.8,381.05,1534,1617.6,3574.9,688.3
05-02-2026,1072.9,290.7,268.65,381.2,414.75,381.95,1520,1607.4,3575,655.7
06-02-2026,1066,288.15,268.4,384.55,417.6,372.6,1505.7,1592.6,3580,666
09-02-2026,1147.8,290.85,266.7,385.8,414.55,359.2,1497,1595.1,3616,678.15
10-02-2026,1142.2,289.65,271.6,384.65,413.5,355.8,1495,1569.5,3677,687.3
11-02-2026,1181.1,291.1,274.4,388.2,415.85,354.45,1471,1549,3675,703.6
12-02-2026,1192,289.25,276.4,377.9,410.3,350.65,1384.1,1470.9,3590,702.4
13-02-2026,1196.3,287.1,267.5,374.3,400,346,1369,1458,3533,673.9
16-02-2026,1210.7,293.3,271.5,374.95,411.95,354.15,1370,1465.6,3506.3,679.8
17-02-2026,1213.6,303.5,271.85,375,417.3,358.05,1391.3,1483.7,3488.4,667.3
18-02-2026,1219.2,304.6,264.7,380.6,420.45,363.9,1372,1464.9,3543,677
19-02-2026,1203,303.4,274.25,365.9,408.3,352.75,1366.5,1452.3,3427,676.9
20-02-2026,1216.2,309,278.25,365,410.85,354.45,1353,1438.8,3417,682.2
23-02-2026,1228.9,313,276.05,373.5,412.25,352.3,1328,1425,3435,679.5
24-02-2026,1227,312.9,277.2,374.9,419.6,354.9,1280.2,1343,3440,698.5
25-02-2026,1199.3,316.25,277.25,380.9,423.05,354.05,1289.9,1375.9,3480,728.5
26-02-2026,1210.5,324.25,280,385.8,421.2,354,1291,1373,3480,737.5
27-02-2026,1201.8,320.8,279.1,384.7,412.2,348.95,1298.9,1382,3402.6,716.5
02-03-2026,1189.5,315.85,281.45,376,405.6,339.85,1288.9,1370.8,3324.8,723
04-03-2026,1173.3,299.5,275.65,354.75,391.35,327.85,1306.1,1364,3269.5,702.25
05-03-2026,1168.5,301.6,276.75,360.5,415.4,342.8,1305.3,1355.7,3350,713
06-03-2026,1139.8,295,279.9,352.95,407.35,338.9,1311,1358,3333,722.5
09-03-2026,1101.6,288.6,269.95,330.05,394,325.5,1316,1362.4,3184.5,709.45
10-03-2026,1114,294.55,270.4,327.05,413.5,335.45,1296.5,1362.5,3296,722.85
11-03-2026,1090.8,290,270.6,323.8,407.2,332.6,1275.8,1350.6,3178,719
12-03-2026,1085,289,270.6,327,415.7,343.95,1265.9,1357,3029.1,721
13-03-2026,1046,281.3,264.05,319.8,404.6,331.2,1250.4,1329.1,2940,687.9
16-03-2026,1063.9,279.05,260.1,305.35,405,331.55,1245.5,1328.3,3029,685
17-03-2026,1063.2,283.3,265.15,300,417.3,338.9,1234,1320.8,3122.5,700
18-03-2026,1069,283.5,264.55,304,432.2,348.4,1266.7,1358,3212.1,678
19-03-2026,1052.6,274,269.1,287.35,413.9,335.4,1226,1318,3059.8,669.2
20-03-2026,1058.3,279.95,265.55,288.5,411.75,330.1,1256,1339.9,3075,667.3
23-03-2026,1030.1,265.4,265.4,271.95,397.6,315.5,1253,1357.1,2948.5,644.6
24-03-2026,1038,270.6,268.5,282.35,399,320.6,1280,1375,3041,653
25-03-2026,1062.6,273.1,269.7,284.8,402.8,328,1278.6,1385.6,3125.1,671
27-03-2026,1019.2,260.7,281.1,281.8,396.05,318.8,1267.5,1360.1,3044,649.3
30-03-2026,980.8,247.1,284.9,281.35,379.5,305.25,1247.8,1345.1,2963.9,658.55
01-04-2026,1018,253.25,287.5,280.7,397.65,323,1279,1356,3021,676.85
02-04-2026,1018,250,286.1,279,401.7,325.2,1297.5,1395,3007,686.5
06-04-2026,1033.4,260.5,281.35,278.1,406,327.4,1307,1400,3019,689.5
07-04-2026,1028,258,286.5,277.5,405.95,329.7,1340,1440.5,3013,713.2
08-04-2026,1065,276.31,285.85,298.75,418,343.2,1346.9,1453.9,3212.5,723.2
09-04-2026,1040.45,273.55,288.6,297.2,427,346.45,1331.5,1465.8,3158,737.1
10-04-2026,1066,276.43,286.7,300,435,349.45,1291.4,1451,3266,745.5
13-04-2026,1062,275.73,287.05,293.9,433.6,346.9,1276,1428.5,3210,752.15
